name	taxonomy_id	taxonomy_lv	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT21	H_TT20	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Eggerthella lenta	84112	S	28	0	45	0	0	32	0	38	33	22	0	0	34	0	6	0	48	40	19	30	35	25	0	0	23	45	43	84	96	0	0	128	0	29	0	13	7	0	0	16	23	367	0	25	0	0	64	0	0	0	36	0	15	56	0	40	0	17	16	0	7	293	21	77	0	536	22	0	0	121	0	57	0	0	11	35	92	19	14	32	112	62	16	106	14	0
Collinsella aerofaciens	74426	S	21	8	18	15	0	0	94	95	45	0	0	0	0	0	7	0	0	15	81	13	0	0	0	11	0	239	161	0	25	0	0	0	0	36	21	262	28	0	0	46	0	0	0	0	0	0	42	22	0	135	58	0	0	0	0	0	0	25	49	0	0	15	0	36	70	1443	0	14	0	24	15	187	0	0	0	0	0	138	0	0	398	69	30	64	22	0
Iamia majanohamensis	467976	S	12	128	64	19	0	0	0	374	107	0	0	0	0	0	0	27	0	0	66	0	0	31	0	0	0	0	0	0	0	0	6	31	26	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	20	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	0	0	0	0	27	20	0	0	0	0	0	0	0	13	0	132	109	17	32	0	0
Aquihabitans sp. G128	2849779	S	5	60	231	12	0	0	11	168	68	0	0	0	0	17	0	38	112	0	0	0	0	94	0	8	0	0	24	36	0	0	18	22	69	0	55	151	0	29	22	0	23	0	0	0	0	0	88	0	8	0	0	22	26	7	0	0	0	7	0	14	14	0	14	71	157	0	16	0	0	21	18	0	0	0	17	117	0	56	0	0	10	1072	33	13	19	12
Deinococcus geothermalis	68909	S	3286	63	15	17	47	40	87	40	370	246	421	149	41	13	0	267	140	78	18	0	122	2042	0	431	86	343	148	0	0	0	242	159	0	150	70	364	0	181	0	44	0	0	0	0	95	0	94	55	0	0	136	264	309	0	97	23	27	0	0	196	449	0	203	849	2984	0	0	0	0	424	0	0	22	0	0	0	2085	1247	0	86	0	9154	862	0	0	0
Mycoplasma mycoides	2102	S	44	97	24	107	25	0	198	153	59	55	63	26	0	53	46	0	0	111	0	23	5	0	20	0	27	0	5	0	9	18	155	0	24	0	198	400	32	28	66	200	18	0	177	189	12	0	10	29	110	86	153	55	59	0	99	212	0	0	75	0	0	6	0	18	18	0	0	0	0	8	9	0	9	0	0	0	0	48	0	11	25	25	84	7	32	51
Mycoplasma capricolum	2095	S	14	0	126	0	0	61	11	86	177	194	165	31	27	0	36	51	36	13	0	0	2413	52	0	36	17	18	91	162	28	0	43	54	57	113	7	0	0	128	12	119	158	49	0	0	12	27	63	0	0	47	195	0	18	109	0	51	288	665	35	12	46	2758	137	154	0	20	33	0	0	100	15	24	0	0	69	47	219	127	81	21	113	157	29	116	105	0
Mycoplasmopsis felis	33923	S	18	0	72	0	0	179	9	65	57	101	176	13	0	0	16	29	7	9	0	7	30	36	6	15	8	11	44	105	16	0	99	22	11	51	35	26	30	85	36	110	75	81	8	0	7	23	23	0	0	0	291	0	101	12	0	28	98	7	27	0	161	90	61	41	54	0	9	0	0	82	0	0	0	7	7	20	192	112	180	18	362	342	166	49	8	24
Xianfuyuplasma coldseepsis	2782163	S	47	0	74	0	0	124	0	95	275	180	96	27	54	0	161	48	61	55	0	14	162	26	0	34	47	39	83	131	16	0	121	16	38	80	52	10	21	50	23	256	174	28	5	11	15	16	47	12	0	0	240	0	33	180	0	123	28	0	41	65	40	268	72	49	6	0	15	0	0	101	0	40	28	12	41	57	120	92	96	21	202	95	66	64	207	11
Mycoplasmoides fastidiosum	92758	S	5	0	32	0	0	80	0	34	47	27	38	0	0	0	0	0	11	33	0	0	24	0	0	10	23	0	66	162	0	0	24	0	0	68	26	11	0	0	0	28	74	0	0	0	0	0	0	0	0	0	68	0	17	14	0	56	0	0	64	0	44	101	117	18	0	0	5	0	0	72	0	8	0	0	0	14	90	59	47	0	71	15	43	92	15	0
Crinalium epipsammum	241425	S	10	0	90	0	0	110	10	67	93	80	87	15	0	24	18	29	21	71	0	12	33	23	6	18	15	19	58	95	0	0	99	16	57	69	33	37	13	53	32	42	67	62	0	23	35	23	0	0	0	0	182	9	70	23	0	82	49	0	35	0	41	0	88	24	54	0	0	0	0	40	0	0	0	11	0	79	185	100	55	33	314	238	69	29	20	15
Planktothrix agardhii	1160	S	61	0	201	0	0	87	0	348	711	0	105	0	37	0	1148	256	604	0	0	45	124	0	0	0	39	68	341	519	0	0	195	0	0	176	0	241	0	291	337	89	543	43	0	0	0	152	0	0	0	0	285	0	388	151	0	167	31	390	140	0	156	1927	304	496	0	0	126	36	0	592	0	0	0	0	165	809	286	422	154	66	2376	1068	97	229	193	0
Gloeocapsa sp. PCC 7428	1173026	S	13	0	0	0	12	6	0	0	66	21	0	0	0	58	211	96	10	18	20	0	0	191	0	0	0	5	0	39	7	0	68	23	94	0	313	0	0	278	56	0	12	0	19	11	0	0	0	0	0	218	88	11	8	0	14	0	0	0	0	0	6	37	0	40	46	0	0	0	0	20	0	0	0	11	8	386	0	30	0	0	529	426	0	20	0	6
Escherichia coli	562	S	22640	362763	24800	161583	228524	13963	173840	100858	39630	8767	6657	1858	658	26665	5464	10949	4882	13785	10261	15501	2869	20939	2379	1528	4051	2628	7529	3703	1462	9407	62375	1585	18998	1519	56977	60596	2517	3980	20027	11917	3267	1837	30257	24483	7050	1843	9641	1625	96402	24865	62322	22006	23889	2557	41147	36722	1357	2297	8479	2070	1604	11661	6655	10144	20543	3205	3944	976	1325	11682	4636	825	2122	152	17084	824	722	73590	364	678	50335	50140	78015	2588	2244	31706
Klebsiella pneumoniae	573	S	935	1979	2415	1162	1334	1706	8096	4007	24703	385	1849	285	1395	4309	161	8789	1449	1003	842	8747	1221	15928	1656	139	185	516	4254	794	853	1502	56601	1956	12734	2330	3585	14738	605	892	2635	1121	685	234	3806	2396	1223	205	2218	1142	2994	2032	1930	1633	1923	289	1742	32095	164	176833	1576	6452	2571	6147	3795	8526	13367	1510	1138	8857	2739	14137	1105	590	2199	170	2360	1926	884	9115	1009	1790	5299	10770	8242	1546	555	2138
Enterobacter kobei	208224	S	150	0	0	0	0	0	170	107	0	0	34	0	0	80	205	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	18	0	0	58	0	0	0	0	0	0	167	69	0	0	0
Enterobacter asburiae	61645	S	46	304	84	508	204	118	106	791	240	117	93	40	22	201	97	217	49	68	726	34	135	430	0	63	81	26	125	124	74	22	111	22	216	111	70	434	149	207	64	491	190	21	0	20	46	103	576	0	70	409	172	28	46	83	45	95	24	62	173	16	94	1025	131	262	104	38	42	77	36	243	30	24	21	14	173	50	93	117	63	0	1240	225	91	171	193	0
Enterobacter ludwigii	299767	S	20	0	47	0	0	74	128	82	41	18	52	0	0	80	0	15	39	25	326	86	15	133	0	0	0	30	27	15	18	104	56	19	34	13	31	0	0	21	0	0	0	0	0	0	29	0	80	0	35	390	36	36	31	0	0	258	0	193	0	11	31	79	72	63	102	23	15	0	0	95	170	10	0	0	119	18	25	103	0	0	90	175	97	46	17	48
Enterobacter bugandensis	881260	S	31	46	76	0	0	129	0	199	189	36	52	19	27	15	25	45	30	23	0	65	748	133	0	12	13	45	114	34	19	0	72	30	89	100	42	73	0	21	17	64	138	47	0	0	0	84	51	0	12	55	87	18	51	58	0	25	166	278	71	18	97	2948	83	84	75	15	35	11	11	92	0	44	24	7	44	56	102	99	59	36	145	145	79	46	79	0
Salmonella enterica	28901	S	24434	1970	24240	0	1884	23160	28096	57112	41135	16902	22786	4670	7701	13125	3782	21397	15287	6992	2382	32534	26508	61431	208	8282	5608	5161	21105	11695	7394	4724	31836	8096	8022	16323	24716	15074	3271	8913	1962	9665	22242	6888	6027	6584	4554	6059	11723	3763	6627	52621	25082	22217	20432	9682	708	26501	4805	15915	8388	4345	18854	113901	34061	21543	25178	9124	10895	3093	1654	54139	9506	4793	2798	1063	30539	9723	13971	55036	5321	1340	35302	32697	59448	19751	17159	10622
Salmonella bongori	54736	S	11479	0	18312	0	0	12136	0	45295	72809	4871	21968	3166	6023	0	11319	5302	7584	7124	0	0	29721	0	0	3383	3945	0	10373	10376	5555	0	6950	0	0	12186	6294	0	7246	4117	3822	27259	35817	6124	0	0	4202	5578	0	0	0	0	11298	0	4686	25409	0	18065	0	0	6111	0	11876	114659	9453	12266	0	0	0	0	0	15274	0	0	0	1924	15803	4088	11942	9262	7670	0	6843	9352	9323	11276	33834	0
Shigella flexneri	623	S	3925	118427	3844	47598	53722	2834	73829	19131	4696	1413	659	300	95	1182	161	737	3808	736	0	774	855	398	0	0	345	117	1395	411	235	0	1083	203	585	491	2002	4939	145	252	477	441	1050	91	0	0	565	0	259	0	2592	674	2044	1378	1388	508	3134	1710	165	240	1563	111	378	3247	497	768	279	0	167	0	0	3004	299	116	210	47	990	150	367	752	228	104	778	715	2429	186	436	771
Shigella boydii	621	S	92	1103	0	828	546	0	747	281	42	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	184	903	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
Citrobacter freundii	546	S	29	359	39	210	254	0	220	303	44	13	38	0	0	90	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	54	38	987	0	139	2561	0	0	13	0	16	0	27	43	0	0	0	86	66	35	75	26	43	0	0	35	0	0	0	0	0	0	0	28	88	0	0	0	106	0	0	0	20	0	0	13	0	174	0	31	81	82	142	0	0	0
Citrobacter sp. S171	2971264	S	20	0	39	0	0	38	0	56	126	15	28	13	22	0	10	67	38	15	0	10	54	38	0	9	13	9	50	24	14	0	26	5	0	64	7	6	7	12	10	25	49	16	0	0	8	5	14	0	0	7	57	15	16	85	0	24	0	30	12	0	13	145	26	31	12	0	0	22	0	76	0	12	0	0	42	26	33	51	11	8	17	54	25	17	87	0
Pantoea vagans	470934	S	2057	20105	944	5492	9063	762	12590	7507	2256	0	0	0	0	16	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	486	826	0	0	0	57	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	177	0	0	10
Pantoea agglomerans	549	S	718	5064	310	1543	2784	218	4491	2933	652	10	19	0	0	95	0	47	37	27	38	114	0	18	6	0	20	0	40	25	0	90	122	20	56	0	3908	334	25	13	58	133	0	7	45	18	30	0	40	35	137	519	163	204	242	0	31	16	105	0	134	0	0	33	0	40	111	0	7	11	28	52	0	0	14	9	0	27	0	1168	0	15	140	112	906	26	0	7
Pantoea sp. Lij88	3028622	S	225	2899	99	776	938	94	2626	1031	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea sp. SM3640	2787629	S	297	2832	108	208	1077	64	1712	1611	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	86	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea anthophila	470931	S	101	641	51	194	496	11	527	186	99	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
Pantoea alfalfae	3074822	S	519	5718	117	1223	2255	108	2089	2210	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea piersonii	2364647	S	64	590	17	198	207	5	283	273	96	0	0	0	0	0	17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	25	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	58	19	25	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0
Serratia marcescens	615	S	4169	658	1349	353	178	77	692	238	352	162	80	79	51	3146	225	1404	461	184	653	57	0	467	257	85	61	11	235	48	169	608	3924	779	18647	85	8864	7467	338	153	1619	4494	681	108	6600	5497	1950	56	67	242	2794	1923	6196	31	91	0	1136	1123	583	0	102	272	46	45	42	554	2026	13	88	967	74	322	181	33	1912	2736	27	40	138	4026	0	165	627	2385	4771	60	238	2804
Serratia grimesii	82995	S	301	6408	239	2426	2712	235	1823	1992	644	357	466	232	56	249	0	615	159	422	12	202	357	402	265	101	361	130	82	5	30	120	298	78	650	62	296	4591	1618	1166	96	1120	326	69	441	43	105	19	0	7	637	4757	1217	250	348	84	574	341	447	407	0	17	221	335	63	160	118	0	256	103	287	257	59	54	139	48	179	201	124	170	131	118	0	1433	178	0	1062	177
Serratia sp. CMO1	2785630	S	98	0	105	0	0	91	0	160	351	0	94	0	21	49	63	202	69	114	0	199	122	112	0	64	87	28	160	62	54	0	79	35	0	101	0	59	0	44	0	78	71	0	0	0	0	0	85	0	0	64	64	36	145	55	0	45	0	46	42	0	87	432	108	349	86	0	75	0	0	245	39	0	59	56	178	63	105	167	40	0	139	178	79	125	121	37
Moraxella osloensis	34062	S	4752	15607	3206	6371	8539	991	34421	13039	12143	6402	42678	5517	958	2872	1814	7777	1100	3610	12714	105831	5598	76166	639	345	896	625	4165	7485	465	4444	2790	1575	4381	1391	2503	9313	2408	2108	554	3698	3876	136	2017	280	532	4661	3013	969	2300	20662	4813	4826	2537	3480	2660	4999	332	588	2283	1455	1661	6181	20882	10499	55446	283	5816	17804	710	3819	3347	660	472	172	477	454	866	6116	868	604	9383	3613	1630	2440	1092	1143
Moraxella nonliquefaciens	478	S	107	314	87	76	241	42	205	302	274	73	115	0	0	251	22	766	123	86	26	1357	442	160	302	0	0	83	63	0	37	99	365	69	718	46	391	1149	30	0	122	30	142	9	243	29	56	0	170	24	57	525	208	200	182	0	122	0	0	0	107	0	105	57	0	297	587	0	91	41	125	57	38	0	27	50	0	47	60	500	21	100	0	226	119	197	94	203
Acinetobacter johnsonii	40214	S	1273	4062	438	1742	1886	254	7053	2095	6393	3990	977	152	52	2292	138	1116	303	611	923	6344	78	9534	236	62	112	493	374	511	277	818	1999	465	4688	49	1143	8243	390	213	247	530	111	30	270	111	103	272	113	225	468	2330	2940	614	382	36	902	526	60	340	1063	194	200	884	1662	499	2366	18	83	201	138	101	444	26	125	45	91	71	102	1156	129	112	726	1483	826	484	157	305
Acinetobacter pittii	48296	S	550	155	608	129	142	639	73	914	2551	832	699	180	225	265	254	256	318	321	209	1883	712	3991	12	270	429	394	733	194	72	53	2398	160	251	523	580	213	341	277	225	823	2695	697	110	103	294	186	88	38	217	447	4649	71	232	1091	58	300	18	11	110	51	276	379	1443	630	2272	53	76	46	24	508	153	104	112	53	211	415	472	3629	125	103	448	520	4240	194	2499	223
Acinetobacter baumannii	470	S	985	1403	563	881	2273	480	3144	6887	16810	554	417	116	426	3006	603	9676	647	426	1810	19530	2549	110766	350	238	235	601	3713	601	419	4173	43275	3366	35324	1475	1470	2157	474	849	973	369	1670	173	1013	317	832	883	1742	983	1991	1955	13097	1319	1296	311	893	2378	463	18737	296	1027	2450	1767	8154	8093	11846	114	573	2131	2791	8576	1173	152	489	178	634	269	295	9593	266	596	2685	6109	28650	1650	244	917
Acinetobacter lwoffii	28090	S	549	1659	213	1006	1254	70	1225	679	916	786	52	15	20	789	273	441	781	162	349	224	18	1525	26	16	61	602	92	45	28	171	7964	520	3013	16	1514	2223	162	149	127	274	78	36	435	130	209	40	81	94	795	925	1849	243	146	31	345	1707	13	8	921	185	285	22	1468	89	166	0	109	84	46	48	608	0	56	38	12	19	8	386	9	43	1056	82	864	43	61	437
Acinetobacter sp. KCTC 92772	3045147	S	69	499	29	101	85	19	142	129	36	13	11	0	0	52	9	41	0	0	0	41	0	40	0	0	0	0	29	7	8	18	31	12	868	0	0	332	0	0	0	22	0	0	0	0	0	28	0	27	11	16	10	6	22	5	22	5	0	0	311	0	0	94	14	0	231	0	15	0	12	0	0	0	0	0	0	0	0	0	0	21	0	39	0	0	14	10
Acinetobacter sp. SCLZS86	2908637	S	44	170	9	226	124	7	63	117	764	11	0	0	0	67	0	13	0	14	16	0	161	142	8	0	12	25	31	0	0	0	24	42	242	13	44	179	0	0	9	0	0	0	0	0	0	0	0	0	0	86	73	101	23	23	33	0	0	0	0	0	0	108	1094	15	95	0	9	91	0	0	0	0	0	0	0	0	16	0	0	0	0	93	67	21	0	0
Acinetobacter sp. NEB149	2725684	S	46	162	0	62	81	0	212	0	133	83	0	0	0	211	43	0	96	134	0	0	0	515	0	0	0	133	0	0	0	0	113	0	1001	0	0	659	0	0	0	0	15	0	22	0	0	0	0	0	0	69	99	63	0	0	86	72	0	0	0	0	0	0	468	36	70	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter sp. WY4	2708348	S	20	0	0	0	378	0	32	0	0	33	0	0	0	32	0	29	93	0	74	0	0	0	13	0	0	45	0	0	0	0	592	26	0	0	70	0	89	0	0	114	0	0	0	0	0	0	0	75	106	0	721	0	0	12	37	76	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter sp. NEB 394	2743575	S	15	235	14	172	126	35	683	105	134	41	21	0	0	47	0	0	0	42	47	1126	0	785	0	10	21	32	0	0	0	0	224	0	516	0	54	166	27	0	16	88	0	0	23	0	0	41	55	0	0	0	571	45	23	0	18	48	0	0	30	0	70	0	0	0	93	0	20	0	13	0	0	0	0	0	0	0	0	100	0	0	0	0	209	0	0	32
Acinetobacter towneri	202956	S	137	534	11	79	409	19	222	145	682	107	51	10	0	250	20	0	23	21	0	200	134	831	0	10	12	48	85	11	0	76	191	123	0	24	37	242	40	0	0	110	23	0	50	0	24	0	0	0	39	38	67	142	12	35	87	86	0	0	14	11	16	109	2006	56	385	0	15	70	0	50	28	0	0	0	0	0	10	0	0	22	0	156	127	43	24	0
Acinetobacter ursingii	108980	S	135	838	30	550	919	151	607	607	460	108	48	15	0	320	117	115	93	123	169	4430	18	539	33	0	35	50	73	17	39	1108	144	48	450	8	92	216	0	19	22	332	0	15	41	0	24	0	30	37	0	275	186	166	86	0	185	73	10	0	103	11	0	12	106	44	1316	0	10	13	40	61	181	16	21	0	0	11	15	40	0	10	706	58	270	0	0	0
Acinetobacter junii	40215	S	52	372	11	67	79	0	0	178	94	67	0	11	0	125	32	112	26	0	38	0	25	94	0	0	0	0	18	0	0	58	100	23	939	0	64	540	31	48	21	15	0	0	18	0	0	0	0	0	22	279	45	60	58	0	102	18	0	0	496	0	46	28	0	36	233	0	17	68	0	0	0	0	0	0	0	0	0	0	0	0	567	113	55	33	0	16
Acinetobacter schindleri	108981	S	35	0	17	47	124	0	39	111	125	126	27	30	6	19	215	50	28	42	75	32	0	0	0	10	17	58	12	46	0	52	22059	13	164	0	1067	235	44	130	186	151	238	82	674	203	214	18	42	119	299	1803	2236	13	14	21	1011	87	0	0	584	27	63	17	0	40	33	0	13	30	13	0	333	0	0	0	0	0	0	847	0	9	721	70	19402	49	79	508
Acinetobacter radioresistens	40216	S	24	24	223	16	85	0	153	311	69	8	0	0	7	1470	16	35	0	79	5	996	0	9	0	0	0	5	21	5	0	37	80	42	0	9	30	0	0	0	0	12	7	79	9	0	6	0	51	0	8	70	0	0	13	0	5	53	0	0	16	59	0	7	0	58	46	0	0	7	0	0	0	0	0	0	0	0	0	18	0	0	155	0	10	52	0	0
Acinetobacter variabilis	70346	S	41	0	8	0	127	0	22	28	32	11	0	0	0	55	0	104	0	36	0	0	0	348	18	0	7	0	39	0	10	35	391	19	73	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	167	0	0	0	88	18	0	0	0	0	0	0	161	49	339	0	23	74	0	16	0	0	0	0	0	0	0	0	0	0	121	18	137	0	0	0
Psychrobacter sp. van23A	3064892	S	36	13	0	39	83	0	200	37	50	72	14	175	0	262	0	1478	0	31	30	0	0	33	0	0	0	0	0	0	0	0	0	370	0	0	19	144	0	0	0	22	0	0	26	0	23	136	0	44	0	93	0	12	0	13	656	0	0	78	0	0	88	32	0	85	23	0	20	0	10	77	0	0	0	0	185	0	0	41	0	29	184	20	0	0	0	268
Pseudomonas sp. J380	2605424	S	262	2238	144	786	1163	87	1487	887	196	59	33	19	0	0	0	0	13	0	145	0	0	0	0	0	0	9	0	0	0	0	25	21	226	0	48	32	0	0	0	32	9	0	90	28	41	0	0	0	28	137	20	0	14	9	32	29	0	0	0	0	0	0	0	0	98	0	0	0	0	41	0	0	0	0	7	0	0	16	0	0	156	20	66	0	0	22
Pseudomonas sp. CBS	2971912	S	23	310	23	230	263	0	65	92	47	28	14	12	0	35	7	32	7	7	17	30	11	0	0	0	20	0	0	0	0	0	0	19	770	6	12	144	53	115	0	29	5	0	0	0	0	0	0	0	58	301	61	0	26	7	34	13	93	0	0	0	0	10	0	0	8	0	36	0	7	0	0	0	0	0	21	0	0	0	0	0	0	67	14	0	56	11
Pseudomonas sp. MPDS	2762896	S	48	0	86	111	0	135	0	134	170	254	305	45	73	0	45	0	140	47	0	38	34	0	0	78	204	59	38	25	0	0	111	0	0	116	15	0	0	0	0	116	104	35	0	0	0	59	0	0	183	35	96	0	89	90	0	85	0	0	27	0	398	132	0	27	0	0	0	0	0	120	0	0	51	0	18	20	43	197	30	0	609	47	54	0	438	0
Pseudomonas sp. BIOMIG1BAC	1758730	S	22	0	0	17	0	0	0	0	0	0	0	0	0	0	76	0	174	9	0	0	0	0	0	0	0	32	0	0	0	0	0	309	10125	0	0	81	23	62	0	70	0	0	0	0	0	0	0	76	35	106	0	0	0	0	0	214	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	69	0	0	66	14	0
Pseudomonas aeruginosa	287	S	1229	3274	538	925	1035	304	1121	815	1253	330	205	104	154	725	114	1763	168	178	250	1741	510	5328	0	118	160	102	2370	869	83	1217	2568	2379	5537	1121	211	3440	21	289	75	309	282	61	65	32	143	136	1772	0	43	791	4297	378	180	1203	286	150	0	520	864	33	312	720	4596	9816	1481	3375	283	4030	77	764	1168	60	107	191	254	581	240	25643	62	146	1297	1991	962	574	565	270
Pseudomonas alcaligenes	43263	S	29	225	0	47	114	0	201	156	56	9	40	0	20	29	16	9	0	0	104	89	0	0	0	0	0	0	6	10	0	11	72	8	63	0	57	42	18	32	14	8	0	0	7	11	0	0	0	0	48	189	49	16	0	0	0	18	0	0	0	0	0	0	0	30	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	18	11	0	7
Pseudomonas oleovorans	301	S	26	358	144	166	336	43	317	182	230	126	32	15	52	162	18	126	22	17	0	0	0	48	0	0	20	44	101	0	0	0	301	72	143	0	173	387	0	0	128	107	33	27	162	70	30	61	67	0	104	39	97	40	97	0	493	0	92	41	65	17	245	16	275	60	228	0	0	46	28	55	0	0	36	77	0	0	0	184	0	23	0	312	24	0	25	33
Pseudomonas yamanorum	515393	S	279	5569	199	2464	2902	186	1655	1820	558	375	462	202	26	326	24	850	180	385	0	249	281	519	198	91	516	113	26	0	8	131	268	80	1630	61	320	5380	1178	1787	129	1172	204	95	613	39	77	6	0	0	808	5831	1057	244	413	52	568	256	681	228	0	19	357	226	76	104	146	10	139	154	258	405	0	97	149	67	121	94	137	163	164	153	0	1226	215	0	769	129
Pseudomonas oryzihabitans	47885	S	152	211	15	102	116	6	263	55	31	9	0	0	0	30	19	34	12	0	123	0	0	0	0	0	0	0	0	11	0	0	10	6	108	0	11	219	7	15	0	20	9	0	13	0	7	0	0	15	39	74	0	0	0	0	13	0	14	13	109	0	0	0	0	0	0	0	0	0	6	227	6	0	0	0	0	0	0	20	0	15	354	49	7	19	15	0
Pseudomonas putida	303	S	93	573	90	326	213	60	304	152	297	162	54	45	120	266	308	174	112	47	1631	46	16	225	37	0	22	0	29	153	0	33	403	134	2844	76	151	1552	276	671	109	631	57	0	133	35	78	427	607	1224	301	2048	476	36	77	8	108	33	0	0	823	0	40	0	274	82	158	0	34	26	57	58	727	13	20	0	0	0	22	2441	9	12	4478	2324	219	379	304	116
Pseudomonas psychrotolerans	237610	S	128	127	24	44	129	0	146	89	30	0	0	0	0	17	0	34	0	8	122	91	0	0	0	16	18	0	0	10	0	0	41	12	5	0	20	198	14	109	6	0	0	0	0	8	0	0	0	16	0	61	0	0	0	7	28	0	19	0	0	0	0	0	0	22	106	0	0	0	0	34	21	0	0	0	0	0	0	81	7	0	107	0	0	10	0	16
Pseudomonas fluorescens	294	S	40	304	0	19	33	25	208	62	55	19	12	6	13	16	367	42	182	22	0	0	35	21	0	0	26	0	12	11	0	8	51	642	18721	8	20	57	75	55	0	18	12	0	0	16	22	0	36	37	18	195	17	9	27	8	89	219	0	0	36	39	0	47	0	28	19	0	0	0	0	14	0	0	20	15	12	11	6	44	6	0	182	21	11	0	57	0
Pseudomonas brenneri	129817	S	8	100	27	62	103	43	65	62	54	19	0	9	115	70	8122	68	5594	652	465	30	0	0	0	0	22	0	78	206	8	52	75	17166	544788	7	136	88	1311	262	27	702	19	0	61	17	19	77	44	371	50	3175	29	10	352	24	256	9032	0	0	255	653	11	0	0	7	93	0	0	0	0	0	237	0	298	71	7	6	6	69	0	0	1676	33	33	108	52	34
Pseudomonas fragi	296	S	32	216	21	18	112	23	0	78	39	0	24	0	0	183	12	99	8	11	100	6	0	7	7	0	0	0	27	0	9	21	69	17	677	11	78	110	36	0	25	0	12	0	0	13	8	0	0	44	25	47	48	0	0	0	124	32	0	0	21	0	0	18	0	106	135	0	0	35	26	62	0	7	0	0	0	0	0	47	0	6	0	31	16	0	15	12
